Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
José Guidino,68,"LB  CB,LWB",Sudamericana  Controlled,350,2,2,H \ L,82,39,56,60,62,59,"180cm | 5'11""  Lean (73kg)",0,358,1620,Ayacucho,CONMEBOL Sudamericana,Peru
Hugo Dorrego,68,CM  RM,Sudamericana  Controlled,250,3,3,M \ M,70,68,70,69,61,64,"175cm | 5'9""  Average (73kg)",0,402,1913,Oriente Petrolero,CONMEBOL Sudamericana,Uruguay
Juan Acosta,68,RB  RWB,Sudamericana  Controlled,300,2,2,M \ M,65,44,57,61,69,69,"173cm | 5'8""  Average (71kg)",0,365,1724,Montevideo Wanderers,CONMEBOL Sudamericana,Uruguay
Haibrany Ruíz Díaz,68,CB  RB,Normal  Controlled,350,2,2,M \ H,64,36,59,60,68,72,"177cm | 5'10""  Average (74kg)",0,359,1671,Club Atlético Platense,Primera División (ARG 1),Uruguay
Anderson Oliveira da Silva,68,"LW  LM,RW",Normal  Explosive,300,3,4,M \ M,76,60,60,73,29,44,"171cm | 5'7""  Average (64kg)",1,342,1615,Portimonense SC,Liga NOS (POR 1),Brazil
Matías Arezo,68,ST  CF,Normal  Controlled,250,4,3,H \ M,66,70,55,69,37,60,"175cm | 5'9""  Average (76kg)",0,357,1750,Granada CF,LaLiga SmartBank (ESP 2),Uruguay
Thiago Borbas,68,"ST  CF,RW",Sudamericana  Controlled,250,2,3,H \ L,77,68,52,65,21,57,"185cm | 6'1""  High & Average (79kg)",1,340,1631,River Plate Montevideo,CONMEBOL Sudamericana,Uruguay
Guillermo De Amores,68,GK,Sudamericana  Controlled,250,1,3,M \ M,66,65,70,73,24,66,"186cm | 6'1""  High & Average (78kg)",0,364,700,Lanús,CONMEBOL Sudamericana,Uruguay
Theodosis Machairas,68,"LM  CAM,LW",Normal  Explosive,250,4,4,M \ M,80,64,61,70,25,57,"179cm | 5'10""  Average (74kg)",-1,357,1660,AEK Athens,Hellas Liga (GRE 1),Greece
Manolo Portanova,68,CM  CAM,Normal  Controlled,450,2,3,M \ M,74,61,69,68,53,61,"183cm | 6'0""  Average (77kg)",0,386,1792,Genoa,Italy Serie B (2),Italy
Ramón Terrats Espacio,68,"CDM  CB,CM",Normal  Controlled,350,2,3,M \ M,55,44,63,63,66,69,"181cm | 5'11""  Lean (71kg)",-1,360,1701,Girona FC,LaLiga Santander,Spain
Yohán Cumaná,68,"LB  LWB,CM,LM",Sudamericana  Explosive,300,4,3,H \ M,78,64,65,69,63,61,"176cm | 5'9""  Average (70kg)",2,400,1881,Dep. La Guaira,CONMEBOL Sudamericana,Venezuela
Ignacio De Arruabarrena,68,GK,Normal  Controlled,350,1,2,M \ M,67,65,63,61,37,78,"183cm | 6'0""  Average (79kg)",0,371,701,FC Arouca,Liga NOS (POR 1),Uruguay
César Araújo,68,CDM  CM,Normal  Controlled,250,3,3,L \ H,62,53,56,63,63,68,"178cm | 5'10""  Average (69kg)",0,365,1676,Orlando City,Major League Soccer,Uruguay
Leandro Otormín,68,"CF  CAM,RW,ST",Sudamericana  Controlled,250,3,3,H \ M,77,69,65,70,27,57,"173cm | 5'8""  Average (74kg)",0,365,1660,Defensa,CONMEBOL Sudamericana,Uruguay
Jesús Daniel Bueno Áñez,68,CDM  CM,Normal  Controlled,600,3,3,M \ H,60,50,62,61,66,70,"178cm | 5'10""  Average (74kg)",0,369,1735,Philadelphia,Major League Soccer,Venezuela
Radu Dragu?in,68,CB,Normal  Lengthy,300,2,3,M \ H,71,33,45,54,69,70,"191cm | 6'3""  High & Average+ (80kg)",1,342,1575,Genoa,Italy Serie B (2),Romania
Robert Garcés,68,CM  CDM,Libertadores  Controlled,300,3,3,H \ M,64,62,64,64,62,56,"173cm | 5'8""  Lean (64kg)",0,372,1788,Dep. Táchira,CONMEBOL Libertadores,Venezuela
Milos Kerkez,68,LB  LWB,Normal  Explosive,400,3,3,H \ H,85,47,60,68,60,67,"176cm | 5'9""  Average (71kg)",17,387,1799,AZ,Eredivisie,Hungary
Ebrima Darboe,68,CDM,Normal  Controlled,350,3,3,M \ M,62,46,64,65,63,60,"176cm | 5'9""  Lean (69kg)",3,360,1738,Roma FC,Serie A TIM,Gambia
Edoardo Bove,68,CM,Normal  Controlled,700,2,3,M \ M,61,66,64,65,58,59,"176cm | 5'9""  Average (65kg)",5,373,1796,Roma FC,Serie A TIM,Italy
Rushine De Reuck,68,CB,Normal  Lengthy,500,2,2,M \ M,68,39,48,54,70,69,"183cm | 6'0""  Lean (73kg)",1,348,1635,Mamelodi Sundowns,South African FL (RSA 1),South Africa
Imanol García de Albéniz,68,LB  LWB,Normal  Controlled,250,2,2,H \ M,67,47,65,65,63,54,"177cm | 5'10""  Lean (63kg)",0,361,1751,SD Eibar,LaLiga SmartBank (ESP 2),Spain
Juan Antonio Ros Martínez,68,CB  CDM,Normal  Controlled,300,2,4,L \ H,67,47,59,59,68,70,"188cm | 6'2""  High & Average+ (76kg)",0,370,1723,Albacete Balompié,LaLiga SmartBank (ESP 2),Spain
Metehan Mimaroglu,68,"LM  RM,LW",Normal  Controlled,350,2,3,M \ L,82,66,62,70,37,63,"178cm | 5'10""  Lean (73kg)",4,380,1787,Ümraniyespor,Süper Lig (TUR 1),Turkey
Agustín Sández,68,LB  LWB,Libertadores  Controlled,300,2,2,M \ H,72,38,57,62,63,75,"181cm | 5'11""  Average (78kg)",2,367,1696,Boca Juniors,CONMEBOL Libertadores,Argentina
Houssam Eddine Ghacha,68,RM  RW,Normal  Explosive,250,3,3,H \ M,73,61,65,74,31,52,"170cm | 5'7""  Short & Lean- (67kg)",1,356,1737,Antalyaspor,Süper Lig (TUR 1),Algeria
Ricardo Jorge Oliveira António,68,"LW  LM,RW,ST",Normal  Controlled,250,3,2,M \ M,69,65,64,69,38,53,"178cm | 5'10""  Lean (73kg)",-1,358,1663,Santa Clara,Liga NOS (POR 1),Portugal
Miguel Ângelo Ferreira Magalhães,68,RB  RWB,Normal  Explosive,300,3,3,M \ M,77,53,63,66,62,54,"175cm | 5'9""  Lean (68kg)",0,375,1768,V. Guimarães,Liga NOS (POR 1),Portugal
David Brekalo,68,CB,Normal  Lengthy,400,2,3,M \ M,73,27,46,52,66,81,"186cm | 6'1""  High & Average (88kg)",1,345,1533,Viking FK,Eliteserien (NOR 1),Slovenia
Kwame Peprah,68,"ST  CF,LW",Normal  Controlled,250,2,4,H \ M,79,72,54,67,35,68,"160cm | 5'3""  Short and Balanced (75kg)",0,375,1779,Orlando Pirates,South African FL (RSA 1),Ghana
Matthis Abline,68,ST  CF,Normal  Explosive,450,3,3,M \ M,78,70,55,72,23,50,"176cm | 5'9""  Average (70kg)",3,348,1643,Rennes,Ligue 1,France
Juan Boselli,68,"ST  CF,RW",Normal  Controlled,250,3,2,M \ M,71,68,50,71,23,58,"174cm | 5'9""  Stocky (76kg)",0,341,1621,Gil Vicente,Liga NOS (POR 1),Uruguay
Linus Gechter,68,CB,Normal  Lengthy,550,2,3,M \ H,66,32,49,48,69,70,"190cm | 6'3""  High & Average (80kg)",4,334,1538,Hertha Berlin,Bundesliga,Germany
Martín Prost,68,ST  CF,Libertadores  Controlled,300,3,3,H \ L,67,70,57,64,31,66,"176cm | 5'9""  Average (76kg)",-1,355,1706,The Strongest,CONMEBOL Libertadores,Argentina
Martín Chiatti,68,CB,Libertadores  Lengthy,300,2,3,M \ H,62,31,58,53,66,71,"196cm | 6'5""  High & Average (81kg)",-2,341,1585,Independiente Petrolero,CONMEBOL Libertadores,Argentina
Johan Bakayoko,68,RW  RM,Normal  Explosive,400,3,3,H \ M,86,61,58,71,29,59,"179cm | 5'10""  Average (70kg)",5,364,1672,PSV,Eredivisie,Belgium
Matías Soulé,68,RW  RM,Normal  Explosive,450,4,4,H \ M,76,63,67,76,29,43,"176cm | 5'9""  Lean (69kg)",8,354,1692,Juventus,Serie A TIM,Argentina
Marc Pubill Pagès,68,RB  RWB,Normal  Lengthy,350,2,3,H \ M,78,53,58,64,62,76,"190cm | 6'3""  High & Average (82kg)",0,391,1759,Levante UD,LaLiga SmartBank (ESP 2),Spain
Sandi Ogrinec,68,"CAM  CDM,CM",Normal  Controlled,250,3,3,M \ M,69,58,66,68,46,65,"183cm | 6'0""  Average (72kg)",0,372,1748,WSG Tirol,Ö Bundesliga (AUT 1),Slovenia
Visar Musliu,68,CB,Normal  Controlled,250,2,4,M \ M,65,34,47,62,70,70,"187cm | 6'2""  High & Average+ (75kg)",0,348,1588,FC Ingolstadt,3. Liga (GER 3),FYR Macedonia
Louis Mafouta,68,ST  CF,Normal  Controlled,250,2,3,M \ M,77,69,51,66,29,65,"181cm | 5'11""  Average (70kg)",1,357,1668,Quevilly Rouen Métropole,Ligue 2 (FRA 2),Central African Republic
Rodrigo Garro,68,CAM  LM,Libertadores  Controlled,650,3,2,H \ M,67,66,71,67,41,45,"174cm | 5'9""  Average (70kg)",2,357,1700,Talleres,CONMEBOL Libertadores,Argentina
Pablo Torre Carral,68,"CAM  CM,LM",Normal  Explosive,700,4,4,M \ M,74,57,71,68,42,54,"173cm | 5'8""  Lean (63kg)",27,366,1772,FC Barcelona,LaLiga Santander,Spain
Tiago Maria Antunes Gouveia,68,"RW  RM,LW",Normal  Explosive,250,3,3,M \ L,84,63,57,71,28,54,"176cm | 5'9""  Average (72kg)",0,357,1626,GD Estoril Praia,Liga NOS (POR 1),Portugal
Vas Nuñez,68,CB,Normal  Lengthy,400,2,3,M \ H,64,33,42,46,69,73,"190cm | 6'3""  High & Average (77kg)",12,327,1501,Dalian Pro,Chinese FA Super L. (CHN 1),Hong Kong
Lyle Lakay,68,LB  LWB,Normal  Controlled,550,2,3,H \ M,71,45,60,67,62,62,"180cm | 5'11""  Average (75kg)",2,367,1683,Mamelodi Sundowns,South African FL (RSA 1),South Africa
Farès Chaïbi,68,CAM  CM,Normal  Controlled,1.4K,3,3,M \ H,71,61,67,67,66,70,"183cm | 6'0""  Average (79kg)",2,402,1873,Toulouse FC,Ligue 1,France
Arthur de Oliveira Sales,68,ST  CF,Normal  Lengthy,250,2,3,H \ M,68,68,51,63,23,69,"184cm | 6'0""  Lean (78kg)",1,342,1591,Paços Ferreira,Liga NOS (POR 1),Brazil
Davide Marsura,68,"LW  LM,ST",Normal  Controlled,450,3,3,M \ M,86,63,61,70,32,66,"187cm | 6'2""  High & Average (78kg)",0,378,1747,Modena,Italy Serie B (2),Italy
Paolo Bartolomei,68,CM  CDM,Normal  Controlled,0,3,4,H \ M,74,64,68,70,62,68,"183cm | 6'0""  Lean (76kg)",0,406,1900,Perugia,Italy Serie B (2),Italy
Andrea Beghetto,68,"LM  LB,LW",Normal  Controlled,1.6K,3,2,M \ M,81,49,64,66,60,64,"182cm | 6'0""  Average (75kg)",2,384,1837,Perugia,Italy Serie B (2),Italy
Joelson Augusto Mendes Mango,68,"RM  LM,RW",Normal  Explosive,400,4,4,M \ M,89,60,58,76,24,42,"172cm | 5'8""  Lean (64kg)",3,349,1682,Sporting CP,Liga NOS (POR 1),Portugal
Yayah Kallon,68,"RM  CF,RW",Normal  Controlled,1.1K,3,2,H \ L,83,66,58,73,22,64,"175cm | 5'9""  Average (72kg)",1,366,1698,Hellas Verona,Serie A TIM,Sierra Leone
Mamadou Fall,68,CB,Normal  Lengthy,300,2,2,L \ M,68,34,45,56,67,72,"188cm | 6'2""  High & Average (74kg)",1,342,1555,Villarreal CF B,LaLiga SmartBank (ESP 2),Senegal
Bruno Amione,68,CB,Normal  Lengthy,400,2,2,M \ H,64,36,51,45,66,78,"187cm | 6'2""  High & Average (90kg)",1,340,1560,Sampdoria,Serie A TIM,Argentina
Aiden McGeady,67,LM  LW,Normal  Controlled,350,5,4,H \ M,64,68,68,71,44,56,"177cm | 5'10""  Average (73kg)",20,371,1813,Hibernian,Scottish Premiership (SPFL),Republic of Ireland
Osame Sahraoui,67,"LW  CM,LM",Normal  Explosive,300,5,3,M \ H,78,51,63,75,44,53,"170cm | 5'7""  Short & Lean (65kg)",11,364,1725,Vålerenga Fotball,Eliteserien (NOR 1),Norway
Connor Ronan,67,CM,Normal  Explosive,750,3,3,H \ M,72,65,69,70,54,47,"170cm | 5'7""  Short & Lean (70kg)",1,377,1814,Wolves,Premier League,Republic of Ireland
Nicolas Penneteau,67,GK,Normal  Controlled,450,1,3,M \ M,63,71,68,64,25,69,"185cm | 6'1""  High & Average (78kg)",0,360,770,Stade de Reims,Ligue 1,France
Asier Riesgo Unamuno,67,GK,Normal  Controlled,1.1K,1,3,M \ M,67,68,64,66,52,67,"187cm | 6'2""  High & Average+ (72kg)",1,384,915,CD Leganés,LaLiga SmartBank (ESP 2),Spain
Niki Mäenpää,67,GK,Normal  Controlled,350,1,3,M \ M,67,67,61,66,36,64,"191cm | 6'3""  High & Average (86kg)",0,361,780,Venezia,Italy Serie B (2),Finland
Juande,67,CDM  CM,Normal  Controlled,300,2,3,M \ M,54,47,61,60,64,77,"183cm | 6'0""  Lean (74kg)",0,363,1744,Adelaide United,A-League (AUS 1),Spain
Marius Constantin,67,CB,Normal  Controlled,300,2,3,M \ H,50,57,55,52,67,73,"185cm | 6'1""  High & Average (80kg)",0,354,1746,FC Argeș,Liga I (ROM 1),Romania
Valerica Gaman,67,CB,Normal  Controlled,550,2,3,L \ M,54,57,57,54,67,70,"191cm | 6'3""  High & Average+ (78kg)",2,359,1710,Univ. Craiova,Liga I (ROM 1),Romania
Andrew Considine,67,CB,Normal  Controlled,250,2,3,H \ H,35,31,55,61,67,75,"183cm | 6'0""  Average (75kg)",0,324,1561,St. Johnstone,Scottish Premiership (SPFL),Scotland
Moritz Stoppelkamp,67,"LM  CAM,LW",Normal  Controlled,350,3,4,M \ L,60,66,67,69,46,61,"180cm | 5'11""  Average (75kg)",6,369,1818,MSV Duisburg,3. Liga (GER 3),Germany
Néstor Ortigoza,67,CDM  CM,Normal  Controlled,250,2,3,M \ L,33,58,70,63,64,60,"180cm | 5'11""  Stocky (78kg)",3,348,1741,San Lorenzo,Primera División (ARG 1),Paraguay
Alberto Zapater Arjol,67,CM  CDM,Normal  Lengthy,350,2,3,M \ M,50,64,71,62,67,69,"180cm | 5'11""  Stocky (80kg)",0,383,1873,R. Zaragoza,LaLiga SmartBank (ESP 2),Spain
Richard Keogh,67,CB,Normal  Controlled,200,2,3,M \ H,46,31,58,58,67,68,"189cm | 6'2""  High & Average (87kg)",0,328,1547,Ipswich,EFL League One (ENG 3),Republic of Ireland
Jonny Hayes,67,"LB  LWB,LM,CAM",Normal  Explosive,200,3,4,H \ H,79,59,63,69,62,68,"173cm | 5'8""  Average (73kg)",1,400,1901,Aberdeen,Scottish Premiership (SPFL),Republic of Ireland
Brad Guzan,67,GK,Normal  Controlled,350,1,2,M \ M,65,68,64,65,38,68,"193cm | 6'4""  High & Average (95kg)",0,368,876,Atlanta United,Major League Soccer,United States
Claudiu Keșerü,67,ST  CF,Normal  Controlled,300,3,3,H \ L,62,69,68,65,36,68,"179cm | 5'10""  Average (80kg)",1,368,1821,UTA Arad,Liga I (ROM 1),Romania
Sam Hutchinson,67,CB,Normal  Controlled,300,2,3,M \ M,49,51,60,60,66,72,"182cm | 6'0""  Average (73kg)",0,358,1730,Reading,EFL Championship (ENG 2),England
Ben Hamer,67,GK,Normal  Controlled,250,1,3,M \ M,68,62,66,68,45,66,"192cm | 6'4""  High & Average (91kg)",1,375,898,Watford,EFL Championship (ENG 2),England
Alexandre Bonnet,67,"LM  CM,CAM,LW",Normal  Controlled,400,3,4,M \ M,70,65,67,70,47,58,"173cm | 5'8""  Lean (65kg)",0,377,1792,Quevilly Rouen Métropole,Ligue 2 (FRA 2),France
Nicola Ravaglia,67,GK,Normal  Controlled,400,1,2,M \ M,64,65,60,69,30,66,"184cm | 6'0""  Average (84kg)",0,354,758,Sampdoria,Serie A TIM,Italy
James Wilson,67,CB,Normal  Lengthy,200,2,3,H \ M,63,38,51,51,67,76,"189cm | 6'2""  High & Average (82kg)",1,346,1547,Plymouth Argyle,EFL League One (ENG 3),Wales
Birkir Bjarnason,67,CAM  CM,Normal  Controlled,350,3,4,H \ M,64,67,66,67,62,74,"183cm | 6'0""  Average (77kg)",0,400,1911,Adana Demirspor,Süper Lig (TUR 1),Iceland
Kenny Steppe,67,GK,Normal  Controlled,250,1,2,M \ M,67,66,61,69,44,66,"185cm | 6'1""  High & Average+ (70kg)",0,373,898,Sint-Truiden,1A Pro League (BEL 1),Belgium
Przemysław Tytoń,67,GK,Normal  Controlled,300,1,2,M \ M,67,64,70,66,50,66,"195cm | 6'5""  High & Average+ (88kg)",0,383,877,FC Twente,Eredivisie,Poland
Mattia Bottani,67,"CAM  ST,LW",Normal  Explosive,350,3,4,M \ L,82,66,61,71,43,51,"170cm | 5'7""  Short & Lean (64kg)",0,374,1784,FC Lugano,Raiffeisen Super L. (SUI 1),Switzerland
Chul Soon Choi,67,"LB  RB,LWB",Normal  Controlled,250,3,3,M \ H,63,46,62,63,66,72,"175cm | 5'9""  Average (68kg)",0,372,1814,Jeonbuk Hyundai,K League 1 (KOR 1),Korea Republic
Lukas Jutkiewicz,67,ST  CF,Normal  Controlled,300,3,4,H \ M,52,66,57,62,40,77,"185cm | 6'1""  High & Average (77kg)",2,354,1739,Birmingham City,EFL Championship (ENG 2),England
Scott Jamieson,67,LB  LWB,Normal  Controlled,350,2,4,M \ M,69,55,62,60,62,80,"177cm | 5'10""  Average (71kg)",1,388,1859,Melbourne City,A-League (AUS 1),Australia
Damien Marcq,67,CDM  CM,Normal  Controlled,450,2,3,L \ H,39,48,61,56,68,67,"181cm | 5'11""  Average (76kg)",0,339,1626,Sp. Charleroi,1A Pro League (BEL 1),France
Mark Beevers,67,CB,Normal  Controlled,300,2,2,L \ H,50,41,47,41,67,76,"193cm | 6'4""  High & Average+ (80kg)",0,322,1485,Perth Glory,A-League (AUS 1),England
Lin Dai,67,CB,Normal  Controlled,450,2,3,L \ M,47,54,53,56,66,78,"190cm | 6'3""  High & Average (76kg)",0,354,1723,Shandong Luneng,Chinese FA Super L. (CHN 1),China PR
Erwin Mulder,67,GK,Normal  Controlled,300,1,3,M \ M,67,64,71,70,33,64,"193cm | 6'4""  High & Average (88kg)",-1,369,904,Go Ahead Eagles,Eredivisie,Netherlands
Georg Margreitter,67,CB,Normal  Controlled,300,2,2,M \ H,40,24,46,42,67,69,"186cm | 6'1""  High & Stocky (87kg)",0,288,1370,Grasshoppers,Raiffeisen Super L. (SUI 1),Austria
Mohamed Youssouf,67,RB  RWB,Normal  Controlled,450,2,2,M \ M,67,48,62,67,65,65,"169cm | 5'7""  Short & Lean- (65kg)",1,374,1783,AC Ajaccio,Ligue 1,Comoros
Martin Hansen,67,GK,Normal  Controlled,300,1,3,M \ M,65,64,64,67,50,66,"188cm | 6'2""  High & Average (85kg)",2,376,863,Odense BK,3F Superliga (DEN 1),Denmark
Josué Ayala,67,GK,Normal  Controlled,250,1,2,M \ M,68,65,65,71,34,64,"184cm | 6'0""  Average (85kg)",0,367,725,Club Atlético Sarmiento (Junin),Primera División (ARG 1),Argentina
Jorge Villafaña,67,LB  LWB,Normal  Controlled,450,3,3,H \ M,70,55,66,66,62,64,"175cm | 5'9""  Average (69kg)",0,383,1817,LA Galaxy,Major League Soccer,United States
Cristian Chávez,67,CAM  LM,Sudamericana  Controlled,400,3,3,M \ M,69,65,66,70,44,58,"169cm | 5'7""  Short & Lean- (65kg)",0,372,1790,Wilstermann,CONMEBOL Sudamericana,Argentina
Thomas Rogne,67,CB,Normal  Controlled,300,2,3,L \ M,48,32,51,48,67,70,"193cm | 6'4""  High & Average (82kg)",0,316,1504,Helsingborgs IF,Allsvenskan (SWE 1),Norway
Henri Lansbury,67,CM  CDM,Normal  Controlled,350,3,3,M \ M,52,66,69,67,60,70,"183cm | 6'0""  Average (85kg)",1,384,1882,Luton Town,EFL Championship (ENG 2),England
Andy King,67,CM  CDM,Normal  Controlled,300,3,3,M \ M,52,64,66,65,68,61,"184cm | 6'0""  Average (79kg)",-1,376,1856,Bristol City,EFL Championship (ENG 2),Wales
Elliott Bennett,67,RWB  RB,Normal  Controlled,250,3,4,M \ H,64,59,63,62,62,66,"178cm | 5'10""  Average (73kg)",0,376,1777,Shrewsbury,EFL League One (ENG 3),England
Fabio Daprelà,67,CB,Normal  Controlled,300,3,3,M \ H,69,57,62,65,66,77,"183cm | 6'0""  Average (76kg)",1,396,1865,FC Lugano,Raiffeisen Super L. (SUI 1),Switzerland
Krystian Getinger,67,"LWB  LB,LM",Normal  Controlled,250,2,4,H \ M,76,60,62,62,61,70,"188cm | 6'2""  High & Average+ (78kg)",0,391,1812,PGE Stal Mielec,Polski Ekstraklasa (POL 1),Poland
Yannick Thoelen,67,GK,Normal  Controlled,250,1,2,M \ M,65,69,64,66,38,68,"188cm | 6'2""  High & Average (81kg)",1,370,795,KV Mechelen,1A Pro League (BEL 1),Belgium
James McCarthy,67,CDM,Normal  Controlled,350,3,3,M \ H,55,61,64,68,67,66,"180cm | 5'11""  Average (72kg)",4,381,1842,Celtic,Scottish Premiership (SPFL),Republic of Ireland
Alexander Bittroff,67,CB,Normal  Controlled,300,2,3,H \ M,71,45,59,64,65,77,"186cm | 6'1""  High & Average+ (80kg)",1,381,1780,1. FC Magdeburg,Bundesliga 2 (GER 2),Germany
Atdhe Nuhiu,67,ST  CF,Normal  Controlled,350,3,4,M \ L,32,67,58,61,41,71,"197cm | 6'6""  High & Average (85kg)",2,330,1584,SCR Altach,Ö Bundesliga (AUT 1),Kosovo
Paul Hanlon,67,CB,Normal  Controlled,350,2,3,M \ H,57,36,57,56,67,75,"180cm | 5'11""  Average (70kg)",1,348,1644,Hibernian,Scottish Premiership (SPFL),Scotland
Jimmy Durmaz,67,"CM  LM,CAM",Normal  Controlled,450,3,4,M \ M,54,66,73,71,52,60,"180cm | 5'11""  Average (69kg)",-1,376,1853,Karagümrük SK,Süper Lig (TUR 1),Sweden
Marcel Risse,67,RM  RW,Normal  Controlled,400,3,2,M \ M,61,68,69,67,63,62,"183cm | 6'0""  Average (75kg)",0,390,1922,Viktoria Köln,3. Liga (GER 3),Germany
Alexander Esswein,67,"RM  LM,RW,ST",Normal  Controlled,500,3,3,M \ M,76,67,62,66,53,74,"182cm | 6'0""  Average (85kg)",5,398,1879,SV Sandhausen,Bundesliga 2 (GER 2),Germany
Simone Colombi,67,GK,Normal  Controlled,250,1,2,M \ M,68,65,53,69,41,67,"188cm | 6'2""  High & Average+ (83kg)",0,363,853,Reggina,Italy Serie B (2),Italy
Artur Sobiech,67,ST  CF,Normal  Controlled,300,2,3,M \ L,64,67,56,66,31,68,"185cm | 6'1""  High & Average (75kg)",3,352,1683,Lech Poznań,Polski Ekstraklasa (POL 1),Poland
Harrison Afful,67,RB  RWB,Normal  Controlled,300,3,3,H \ M,72,57,65,69,63,67,"170cm | 5'7""  Short & Lean (67kg)",0,393,1896,Charlotte FC,Major League Soccer,Ghana
Manuel Schäffler,67,ST  CF,Normal  Controlled,250,2,3,M \ M,45,70,49,59,32,76,"189cm | 6'2""  High & Average (89kg)",2,331,1604,Dynamo Dresden,3. Liga (GER 3),Germany
Eduardo Bedia Peláez,67,"CM  CDM,CAM",Normal  Controlled,200,3,4,H \ L,44,57,69,67,48,72,"184cm | 6'0""  Average (76kg)",1,357,1766,FC Goa,Indian Super League (IND 1),Spain
Graham Zusi,67,RB  RWB,Normal  Controlled,350,3,4,H \ H,55,67,73,68,63,71,"178cm | 5'10""  Average (70kg)",1,397,1978,Sporting KC,Major League Soccer,United States
Marcel Ziegl,67,CDM  CM,Normal  Controlled,900,3,3,H \ H,70,53,61,65,64,77,"182cm | 6'0""  Average (78kg)",0,390,1886,SV Ried,Ö Bundesliga (AUT 1),Austria
Igor Armaș,67,CB,Normal  Controlled,350,2,3,L \ M,33,39,49,39,68,80,"194cm | 6'4""  High & Average+ (86kg)",2,308,1425,FC Voluntari,Liga I (ROM 1),Moldova
Ortuño,67,ST  CF,Normal  Lengthy,200,3,4,M \ L,60,67,56,62,32,67,"184cm | 6'0""  Average (77kg)",0,344,1656,FC Cartagena,LaLiga SmartBank (ESP 2),Spain
Sean McConville,67,"LM  LWB,LW",Normal  Controlled,950,3,4,H \ M,65,61,67,64,58,65,"180cm | 5'11""  Stocky (74kg)",1,380,1813,Accrington,EFL League One (ENG 3),England
Emil Salomonsson,67,"RB  RWB,RM",Normal  Controlled,300,2,3,H \ L,69,65,65,65,63,72,"182cm | 6'0""  Lean (73kg)",0,399,1902,IFK Göteborg,Allsvenskan (SWE 1),Sweden
Joo Ho Park,67,CM  CDM,Normal  Controlled,300,3,3,M \ H,64,49,67,65,66,71,"175cm | 5'9""  Average (71kg)",1,382,1856,Suwon FC,K League 1 (KOR 1),Korea Republic
Joe Edwards,67,RWB  RB,Normal  Controlled,300,2,4,H \ H,68,58,62,65,62,75,"173cm | 5'8""  Average (73kg)",1,390,1870,Plymouth Argyle,EFL League One (ENG 3),England
Luke Garbutt,67,LB  LWB,Normal  Controlled,300,3,3,H \ M,71,54,66,65,63,65,"179cm | 5'10""  Average (73kg)",-1,384,1845,Blackpool,EFL Championship (ENG 2),England
Mads Fenger,67,CB  CDM,Normal  Controlled,900,2,3,M \ M,56,44,55,53,65,77,"185cm | 6'1""  High & Average (81kg)",2,350,1696,Hammarby IF,Allsvenskan (SWE 1),Denmark
Maxime Barthelmé,67,"RM  CM,LM,RW",Normal  Controlled,400,4,3,M \ H,66,59,67,68,62,62,"172cm | 5'8""  Average (73kg)",0,384,1869,EA Guingamp,Ligue 2 (FRA 2),France
Shane Ferguson,67,LWB  LB,Normal  Controlled,250,3,3,M \ M,71,56,63,65,61,68,"175cm | 5'9""  Lean (66kg)",0,384,1840,Rotherham Utd,EFL Championship (ENG 2),Northern Ireland
Ezequiel Schelotto,67,RB  RWB,Normal  Controlled,300,3,3,M \ M,60,57,64,61,65,67,"187cm | 6'2""  High & Average (77kg)",0,374,1760,Aldosivi,Primera División (ARG 1),Italy
James Shea,67,GK,Normal  Controlled,350,1,2,M \ M,67,65,60,67,27,67,"181cm | 5'11""  Average (76kg)",1,353,715,Luton Town,EFL Championship (ENG 2),England
Samuel Şahin-Radlinger,67,GK,Normal  Controlled,350,1,2,M \ M,68,62,59,69,51,66,"196cm | 6'5""  High & Average (94kg)",0,375,806,SV Ried,Ö Bundesliga (AUT 1),Austria
Kevin Fickentscher,67,GK,Normal  Controlled,400,1,3,M \ M,67,65,63,70,50,68,"183cm | 6'0""  Average (78kg)",6,383,876,FC Sion,Raiffeisen Super L. (SUI 1),Switzerland
Marcel Correia,67,CB,Normal  Controlled,250,2,4,M \ M,59,38,61,62,66,64,"186cm | 6'1""  High & Average+ (81kg)",0,350,1659,SV Elversberg,3. Liga (GER 3),Portugal
David Wotherspoon,67,CM  LW,Normal  Controlled,250,3,5,H \ M,65,63,69,71,57,66,"181cm | 5'11""  Average (76kg)",3,391,1877,St. Johnstone,Scottish Premiership (SPFL),Canada
Alberto Escassi Oliva,67,"CDM  CB,CM",Normal  Controlled,400,2,4,M \ M,44,58,60,58,66,82,"185cm | 6'1""  High & Average (79kg)",0,368,1788,Málaga CF,LaLiga SmartBank (ESP 2),Spain
Michał Chrapek,67,"CM  CDM,CAM",Normal  Controlled,300,3,3,H \ H,55,60,66,69,63,65,"177cm | 5'10""  Average (74kg)",0,378,1849,Piast Gliwice,Polski Ekstraklasa (POL 1),Poland
Jukka Raitala,67,"CB  RB,LB",Normal  Lengthy,450,2,5,M \ H,59,47,65,64,65,72,"181cm | 5'11""  Average (76kg)",1,372,1824,HJK Helsinki,Finnliiga (FIN 1),Finland
